2204.666992	1644
2205.671387	1646
2206.675781	1620
2207.680176	1607
2208.684326	1607
2209.688232	1634
2210.692139	1618
2211.695801	1623
2212.699219	1620
2213.702881	1596
2214.706055	1605
2215.709229	1605
2216.712158	1576
2217.715088	1586
2218.717773	1590
2219.720459	1564
2220.7229	1621
2221.725342	1605
2222.727539	1626
2223.729492	1611
2224.731445	1546
2225.733154	1596
2226.734863	1585
2227.736328	1563
2228.737793	1586
2229.739014	1575
2230.73999	1589
2231.740967	1611
2232.741943	1586
2233.742432	1583
2234.743164	1577
2235.743408	1562
2236.743896	1561
2237.743896	1549
2238.743896	1542
2239.743896	1567
2240.743408	1571
2241.743164	1567
2242.742676	1595
2243.741943	1593
2244.740967	1560
2245.73999	1587
2246.739014	1561
2247.737793	1598
2248.736328	1597
2249.734863	1585
2250.733398	1574
2251.731445	1544
2252.729492	1587
2253.727539	1593
2254.725342	1576
2255.723145	1575
2256.720703	1579
2257.718018	1565
2258.715332	1578
2259.712402	1582
2260.709473	1555
2261.706299	1547
2262.702881	1591
2263.699463	1583
2264.696045	1571
2265.692383	1577
2266.688477	1538
2267.68457	1559
2268.68042	1582
2269.67627	1590
2270.671875	1536
2271.66748	1553
2272.662842	1584
2273.657959	1546
2274.653076	1582
2275.647949	1562
2276.642822	1573
2277.637451	1554
2278.63208	1540
2279.626465	1570
2280.62085	1543
2281.61499	1585
2282.608887	1565
2283.602783	1544
2284.59668	1555
2285.590088	1566
2286.58374	1547
2287.576904	1547
2288.570068	1579
2289.563232	1548
2290.556152	1583
2291.548828	1551
2292.541504	1584
2293.53418	1526
2294.526611	1536
2295.518799	1560
2296.510742	1534
2297.50293	1573
2298.494629	1591
2299.486328	1561
2300.478027	1572
2301.469482	1558
2302.460693	1570
2303.451904	1555
2304.442871	1551
2305.433838	1558
2306.424561	1562
2307.415283	1554
2308.405762	1544
2309.395996	1554
2310.38623	1549
2311.376221	1570
2312.366211	1540
2313.356201	1574
2314.345703	1588
2315.335449	1541
2316.324707	1555
2317.313965	1540
2318.303223	1580
2319.292236	1536
2320.281006	1591
2321.269775	1558
2322.258301	1548
2323.246826	1534
2324.235107	1537
2325.223389	1577
2326.211426	1564
2327.199463	1564
2328.187256	1563
2329.174805	1594
2330.162354	1570
2331.149902	1612
2332.136963	1602
2333.124268	1594
2334.111084	1603
2335.098145	1546
2336.084717	1535
2337.071289	1549
2338.057861	1578
2339.044189	1523
2340.030273	1571
2341.016357	1529
2342.002197	1576
2342.988037	1522
2343.973633	1537
2344.959229	1554
2345.94458	1554
2346.929932	1553
2347.915039	1596
2348.899902	1546
2349.884766	1578
2350.869629	1562
2351.854248	1553
2352.838623	1546
2353.822998	1548
2354.807129	1581
2355.791016	1553
2356.775146	1537
2357.758789	1555
