2204.666992	1655
2205.671387	1617
2206.675781	1601
2207.680176	1598
2208.684326	1607
2209.688232	1605
2210.692139	1628
2211.695801	1597
2212.699219	1603
2213.702881	1619
2214.706055	1621
2215.709229	1599
2216.712158	1613
2217.715088	1570
2218.717773	1616
2219.720459	1612
2220.7229	1579
2221.725342	1563
2222.727539	1598
2223.729492	1599
2224.731445	1596
2225.733154	1613
2226.734863	1583
2227.736328	1606
2228.737793	1590
2229.739014	1580
2230.73999	1554
2231.740967	1556
2232.741943	1608
2233.742432	1582
2234.743164	1602
2235.743408	1566
2236.743896	1627
2237.743896	1585
2238.743896	1581
2239.743896	1551
2240.743408	1571
2241.743164	1562
2242.742676	1603
2243.741943	1597
2244.740967	1540
2245.73999	1549
2246.739014	1616
2247.737793	1603
2248.736328	1572
2249.734863	1575
2250.733398	1584
2251.731445	1559
2252.729492	1590
2253.727539	1569
2254.725342	1591
2255.723145	1594
2256.720703	1577
2257.718018	1578
2258.715332	1570
2259.712402	1588
2260.709473	1621
2261.706299	1582
2262.702881	1570
2263.699463	1597
2264.696045	1560
2265.692383	1588
2266.688477	1595
2267.68457	1578
2268.68042	1597
2269.67627	1564
2270.671875	1564
2271.66748	1542
2272.662842	1579
2273.657959	1593
2274.653076	1584
2275.647949	1581
2276.642822	1589
2277.637451	1549
2278.63208	1580
2279.626465	1585
2280.62085	1568
2281.61499	1519
2282.608887	1580
2283.602783	1576
2284.59668	1561
2285.590088	1562
2286.58374	1571
2287.576904	1591
2288.570068	1586
2289.563232	1561
2290.556152	1538
2291.548828	1582
2292.541504	1543
2293.53418	1583
2294.526611	1550
2295.518799	1590
2296.510742	1552
2297.50293	1540
2298.494629	1580
2299.486328	1541
2300.478027	1612
2301.469482	1601
2302.460693	1585
2303.451904	1543
2304.442871	1539
2305.433838	1544
2306.424561	1580
2307.415283	1569
2308.405762	1537
2309.395996	1595
2310.38623	1572
2311.376221	1564
2312.366211	1567
2313.356201	1542
2314.345703	1562
2315.335449	1581
2316.324707	1552
2317.313965	1613
2318.303223	1566
2319.292236	1547
2320.281006	1598
2321.269775	1564
2322.258301	1563
2323.246826	1546
2324.235107	1578
2325.223389	1574
2326.211426	1585
2327.199463	1577
2328.187256	1578
2329.174805	1619
2330.162354	1600
2331.149902	1579
2332.136963	1573
2333.124268	1589
2334.111084	1592
2335.098145	1597
2336.084717	1570
2337.071289	1550
2338.057861	1556
2339.044189	1544
2340.030273	1561
2341.016357	1551
2342.002197	1561
2342.988037	1577
2343.973633	1544
2344.959229	1563
2345.94458	1549
2346.929932	1559
2347.915039	1546
2348.899902	1544
2349.884766	1604
2350.869629	1567
2351.854248	1528
2352.838623	1560
2353.822998	1567
2354.807129	1539
2355.791016	1558
2356.775146	1563
2357.758789	1575
2358.742432	1559
2359.726074	1559
2360.709229	1550
2361.692627	1569
2362.675781	1571
2363.658691	1567
2364.641602	1559
2365.624268	1544
2366.606689	1555
2367.589355	1576
2368.571533	1563
2369.553711	1545
2370.535889	1553
2371.517578	1598
2372.499512	1554
2373.481201	1526
2374.462646	1576
2375.444092	1557
2376.425293	1542
2377.40625	1568
2378.387451	1558
2379.368164	1525
2380.348877	1544
2381.32959	1556
2382.309814	1549
2383.290283	1538
2384.270508	1557
2385.250488	1519
2386.230469	1545
2387.210205	1555
2388.189941	1564
2389.169434	1570
2390.148682	1548
2391.12793	1563
2392.107178	1546
2393.086182	1551
2394.064941	1537
2395.043701	1530
2396.022217	1551
2397.000732	1569
2397.979004	1516
2398.957275	1532
2399.935303	1539
2400.913086	1532
2401.891113	1549
2402.868652	1541
2403.846191	1550
2404.823486	1562
2405.800781	1528
2406.778076	1538
2407.754883	1542
2408.731934	1554
